"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";2720021100,20341;2640630843,80332;2570597352,41464;2430582047,79179
"2";"plant_based";"waste";67939819,7163566;79390256,4000895;70033491,388677;140015304,622851
"3";"animal_based";"cont";1267836001,83856;1240907963,38828;1213052887,62734;1160762263,54558
"4";"animal_based";"waste";3993728,71676768;26928038,4502765;27855075,7609393;52290624,081764
