"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";2754278409,2524;2590191292,00319;2454351719,47961;2206049523,73111
"2";"plant_based";"waste";140309408,764071;164087117,249208;135839572,523574;248302195,748503
"3";"animal_based";"cont";42954019,2600104;42260818,1482529;41450278,5197581;38643265,9901874
"4";"animal_based";"waste";801314,661757248;693201,111757475;810539,628494798;2807012,52957073
