"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";6947620,89327303;6330079,1500729;6016456,76075666;5131819,29369303
"2";"plant_based";"waste";394639,118646705;617541,743200132;313622,389316239;884637,467063627
"3";"animal_based";"cont";527179,784545504;512520,318338896;504396,499584896;449179,91161129
"4";"animal_based";"waste";14729,0371100271;14659,4662066083;8123,81875399999;55216,5879736057
