"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";1875077959,01415;1768613432,33314;1682469255,62524;1512617293,77167
"2";"plant_based";"waste";84822664,6016345;106464526,681014;86144176,7078993;169851961,853569
"3";"animal_based";"cont";3148808092,89401;3013678435,59031;2878686748,78594;2648474691,32056
"4";"animal_based";"waste";20284755,8576208;135129657,3037;134991686,804368;230212057,465386
