"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";3532983281,59323;3182682243,43213;2910482121,38531;2430582047,79179
"2";"plant_based";"waste";300847188,291119;350301038,161106;272200122,046818;479900073,593522
"3";"animal_based";"cont";1512117578,87574;1414437844,11253;1319326109,49446;1160762263,54558
"4";"animal_based";"waste";14610332,8858277;97679734,7632054;95111734,6180738;158563845,948883
