"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";52798143,0764135;50753226,7271468;48290233,78322;42105205,2243316
"2";"plant_based";"waste";2091565,03919727;2044916,34926672;2462992,94392684;6185028,55888835
"3";"animal_based";"cont";2554337,11275904;2506238,55950197;2481278,7417092;2298928,2563235
"4";"animal_based";"waste";46629,5916467875;48098,553257075;24959,8177927711;182350,485385696
