"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";5899096,13295036;5639605,66335115;5385531,24176541;4540627,20772191
"2";"plant_based";"waste";244105,264770054;259490,469599206;254074,42158574;844904,034043496
"3";"animal_based";"cont";5688850,22178778;5639625,54753478;5508631,65734541;4690757,48070266
"4";"animal_based";"waste";105505,394664754;49224,6742529972;130993,890189373;817874,176642742
