"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";7313880,96965377;6659823,88685674;6197076,37622232;4856587,7216445
"2";"plant_based";"waste";402665,644249721;654057,08279703;462747,510634416;1340488,65457783
"3";"animal_based";"cont";3577405,91466057;3525208,97903662;3404574,41638523;2657795,76119342
"4";"animal_based";"waste";103924,165063454;52196,9356239469;120634,562651393;746778,655191803
