"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";44210631,8395875;43520551,9270694;42552903,8741266;39890621,9722351
"2";"plant_based";"waste";824970,961559112;690079,912518109;967648,052942873;2662281,90189148
"3";"animal_based";"cont";39207272,8378447;39102606,1974489;38882710,1308131;37282279,55469
"4";"animal_based";"waste";354397,703819893;104666,640395842;219896,066635815;1600430,57612313
