"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";5254255,2499991;5153616,82045926;5088037,82935754;4856587,7216445
"2";"plant_based";"waste";90009,1622377236;100638,429539839;65578,9911017143;231450,107713043
"3";"animal_based";"cont";2800344,05702016;2787958,46628814;2770580,88626578;2657795,76119342
"4";"animal_based";"waste";23648,1603905045;12385,5907320201;17377,5800223637;112785,125072359
