"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";3046257991,70773;2751630191,75275;2519067791,46644;2087097826,7281
"2";"plant_based";"waste";248326891,666147;294627799,954974;232562400,286315;431969964,738334
"3";"animal_based";"cont";854284178,288788;799753069,825225;745465772,429672;650145113,039654
"4";"animal_based";"waste";9052971,27261225;54531108,4635635;54287297,3955524;95320659,3900176
