"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";59935366,547498;57626511,0664215;54768350,2989489;47397396,0276682
"2";"plant_based";"waste";2608597,58395455;2308855,48107648;2858160,76747257;7370954,2712807
"3";"animal_based";"cont";72741820,9489355;72275406,568586;71250030,9714694;65358289,2948122
"4";"animal_based";"waste";1382440,0049393;466414,38034953;1025375,59711661;5891741,67665719
