"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";3054913696,67051;2871422344,4947;2715894963,88192;2430582047,79179
"2";"plant_based";"waste";162369982,218029;183491352,175805;155527380,612784;285312916,090128
"3";"animal_based";"cont";1379956559,29081;1320770273,22044;1261636567,21804;1160762263,54558
"4";"animal_based";"waste";8900286,18890996;59186286,0703684;59133706,0024042;100874303,672464
