"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";2459705290,11463;2388418141,58594;2327433931,80464;2206049523,73111
"2";"plant_based";"waste";58725270,7034602;71287148,528695;60984209,7812963;121384408,073534
"3";"animal_based";"cont";41409059,31249;41076191,3587411;40651457,3244685;38643265,9901875
"4";"animal_based";"waste";247541,500884015;332867,953748916;424734,034272583;2008191,33428101
