"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";5087546,55188922;5002777,55865597;4912335,63908458;4540627,20772191
"2";"plant_based";"waste";101761,403508269;84768,9932332527;90441,9195713902;371708,431362668
"3";"animal_based";"cont";5130200,92775813;5111193,31255844;5065761,78121078;4690757,48070266
"4";"animal_based";"waste";44020,8990736523;19007,6151996954;45431,5313476562;375004,300508121
