"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";6571701,38926423;5987801,17682832;5691771,2705589;4856587,7216445
"2";"plant_based";"waste";372271,070363411;583900,212435902;296029,906269421;835183,548914401
"3";"animal_based";"cont";3147997,59199421;3098902,7358674;3028526,81367897;2657795,76119342
"4";"animal_based";"waste";89739,454841398;49094,8561268095;70375,9221884276;370731,05248555
