"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";46676559,4949435;45949902,9260479;44924835,2074877;42105205,2243316
"2";"plant_based";"waste";874539,654292379;726656,568895573;1025067,71856029;2819629,98315602
"3";"animal_based";"cont";2419423,6617975;2397055,79979514;2386570,17100856;2298928,2563235
"4";"animal_based";"waste";10561,1812922078;22367,8620023533;10485,6287865848;87641,9146850575
