"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";49993543,7196829;48054883,0590073;45730102,0927774;39890621,9722351
"2";"plant_based";"waste";1973015,64666711;1938660,66067555;2324780,96622997;5839480,12054229
"3";"animal_based";"cont";41493862,0704622;41212298,9749878;40629556,7280847;37282279,55469
"4";"animal_based";"waste";796819,204826482;281563,095474447;582742,246903062;3347277,17339473
