"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";6235656.73581412;5677380.94475351;5488613.37447985;4914634.30646601
"2";"plant_based";"waste";328681.416001905;558275.791060613;188767.570273658;573979.068013844
"3";"animal_based";"cont";2551781.79091616;2493122.06760551;2465004.52752198;2220537.28717991
"4";"animal_based";"waste";33105.9811967165;58659.7233106474;28117.5400835318;244467.240342062
