"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";6241900.70392643;5962396.192842;5729170.78765941;4914634.30646601
"2";"plant_based";"waste";211421.479767295;279504.511084427;233225.405182588;814536.481193404
"3";"animal_based";"cont";2639078.05007571;2598554.88880342;2559446.89470751;2220537.28717991
"4";"animal_based";"waste";22518.3487863785;40523.1612722897;39107.9940959089;338909.607527593
