"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";7479021.40572389;6806451.55120479;6321401.58014676;4914634.30646601
"2";"plant_based";"waste";396391.894569178;672569.854519097;485049.971058033;1406767.27368075
"3";"animal_based";"cont";2904071.78437309;2837042.03401017;2772908.43245977;2220537.28717992
"4";"animal_based";"waste";38007.3422945739;67029.750362921;64133.6015503987;552371.145279858
