"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";49163515.7639644;47223854.840085;45795096.0077811;41691682.4365903
"2";"plant_based";"waste";1928965.26501717;1939660.92387942;1428758.83230384;4103413.57119083
"3";"animal_based";"cont";57260484.074628;56425293.4041343;56023244.7350172;52403120.4058958
"4";"animal_based";"waste";390020.966385167;835190.670493765;402048.66911707;3620124.32912141
