"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";45284912.3153125;44579253.0153085;43344458.5698714;39470760.4756734
"2";"plant_based";"waste";854215.668259676;705659.300003987;1234794.44543715;3873698.094198
"3";"animal_based";"cont";79019118.5231009;78511918.9915591;77968264.5202869;72814686.3771067
"4";"animal_based";"waste";380053.508619107;507199.531541831;543654.47127216;5153578.14318019
