"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";47847255.1675062;47103261.1576452;45795096.0077811;41691682.4365903
"2";"plant_based";"waste";905528.346606398;743994.009861094;1308165.14986402;4103413.57119083
"3";"animal_based";"cont";56697673.0845335;56298233.1499251;56023244.7350172;52403120.4058958
"4";"animal_based";"waste";179103.033739579;399439.934608404;274988.414907952;3620124.32912141
