"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";54958001.5399636;50747368.983948;48235169.0740532;41691682.4365903
"2";"plant_based";"waste";3379775.75651812;4210632.5560156;2512199.90989481;6543486.63746288
"3";"animal_based";"cont";59976308.2526583;58665154.3009494;58037130.8271932;52403120.4058958
"4";"animal_based";"waste";618393.433863776;1311153.95170887;628023.473756173;5634010.42129748
