"";"x"
"1";0
"2";0,583043293559691
"3";0
"4";0
"5";0
"6";0
"7";0
"8";0
"9";0,285319058597148
"10";0
"11";0
"12";0
"13";0
"14";0
"15";0
"16";0
"17";0
"18";0
"19";0
"20";8,01834483556928
"21";0
"22";0
"23";0
"24";0
"25";0
"26";0
"27";0
"28";0
"29";0
"30";0
"31";0
"32";0
"33";17,1733932355189
"34";18,2791954283475
"35";0
"36";7,77987228660749
"37";0
"38";0
"39";0
"40";253,469640886804
"41";0,0140177879050487
"42";0
"43";90,5128564900988
"44";165,199630461924
"45";0
"46";0
"47";0
"48";0
"49";0
"50";0
"51";0
"52";0
"53";0
"54";0
"55";0
"56";0
"57";0
"58";0
"59";0
"60";0
"61";0
"62";0
"63";0
"64";0
"65";0
"66";0
"67";2,87132764129244
"68";0
"69";0
"70";0
"71";0,196461945255514
"72";0
"73";0
"74";0
"75";0
"76";0
"77";0
"78";0
"79";0
"80";0
"81";0
"82";0
"83";0
"84";0
"85";0
"86";0
"87";0
"88";0
"89";0
"90";0
"91";0,578727820486079
"92";5,92083077937637
"93";7,40609729226115
"94";57,7311353766803
"95";0
"96";0
"97";0
"98";0
"99";0
"100";0
"101";0
"102";0
"103";0
"104";0
"105";0
"106";0
"107";0
"108";0
"109";0
"110";0
"111";215,850755131037
"112";1,35581875632034
"113";0
"114";0
"115";0
"116";0
"117";2,74160615729247
"118";0,045315804246764
"119";0
"120";0
"121";0
"122";0
"123";0
"124";0
"125";0
"126";0
"127";41,6887530647246
"128";0
"129";0
"130";0
"131";0
"132";0
"133";0
"134";0
"135";0
"136";0
"137";0
"138";0
"139";0
"140";923,461513248687
"141";0
"142";0
"143";0
"144";0
"145";0
"146";0
"147";0,0398167712367289
"148";0,0597251568037539
"149";0,0199083856022344
"150";480,349527923037
"151";0
"152";0
"153";0
"154";0
"155";0
"156";0
"157";0
"158";0
"159";0
"160";0
"161";0
"162";0
"163";367,452038343073
"164";0
"165";0
"166";0
"167";895,168180221789
"168";0
"169";0
"170";0
"171";0
"172";0
"173";509,702636689521
"174";254,677739646621
"175";0
"176";0
"177";0
"178";0
"179";0
"180";0
"181";0
"182";3,96176873613596
"183";0
"184";0
"185";0
"186";0
"187";0
"188";0
"189";0
