"";"X";"ISO";"country";"group";"com_code";"com_name";"com_group";"harvest_production";"storage_transport";"processing";"distribution";"final_consumption"
"6796";6796;"GEO";"Georgia";"Europe";"c036";"Grapefruit and products";"Vegetables, fruit, nuts, pulses, spices";30;7,5;3;7,5;14,25
"6797";6797;"GEO";"Georgia";"Europe";"c037";"Citrus, Other";"Vegetables, fruit, nuts, pulses, spices";30;7,5;3;7,5;14,25
"6798";6798;"GEO";"Georgia";"Europe";"c038";"Bananas";"Vegetables, fruit, nuts, pulses, spices";30;7,5;3;7,5;14,25
"6799";6799;"GEO";"Georgia";"Europe";"c039";"Plantains";"Vegetables, fruit, nuts, pulses, spices";30;7,5;3;7,5;14,25
"6800";6800;"GEO";"Georgia";"Europe";"c040";"Apples and products";"Vegetables, fruit, nuts, pulses, spices";30;7,5;3;7,5;14,25
"6801";6801;"GEO";"Georgia";"Europe";"c041";"Pineapples and products";"Vegetables, fruit, nuts, pulses, spices";30;7,5;3;7,5;14,25
"6802";6802;"GEO";"Georgia";"Europe";"c042";"Dates";"Vegetables, fruit, nuts, pulses, spices";30;7,5;3;7,5;14,25
"6803";6803;"GEO";"Georgia";"Europe";"c043";"Grapes and products (excl wine)";"Vegetables, fruit, nuts, pulses, spices";30;7,5;3;7,5;14,25
"6804";6804;"GEO";"Georgia";"Europe";"c044";"Fruits, Other";"Vegetables, fruit, nuts, pulses, spices";30;7,5;3;7,5;14,25
"6805";6805;"GEO";"Georgia";"Europe";"c045";"Coffee and products";"Coffee, tea, cocoa";0;0;0;0;0
"6806";6806;"GEO";"Georgia";"Europe";"c046";"Cocoa Beans and products";"Coffee, tea, cocoa";0;0;0;0;0
"6807";6807;"GEO";"Georgia";"Europe";"c047";"Tea (including mate)";"Coffee, tea, cocoa";0;0;0;0;0
"6808";6808;"GEO";"Georgia";"Europe";"c048";"Hops";"Vegetables, fruit, nuts, pulses, spices";15;1,5;7,5;0,75;3
"6809";6809;"GEO";"Georgia";"Europe";"c049";"Pepper";"Vegetables, fruit, nuts, pulses, spices";15;1,5;7,5;0,75;3
"6810";6810;"GEO";"Georgia";"Europe";"c050";"Pimento";"Vegetables, fruit, nuts, pulses, spices";15;1,5;7,5;0,75;3
"6811";6811;"GEO";"Georgia";"Europe";"c051";"Cloves";"Vegetables, fruit, nuts, pulses, spices";15;1,5;7,5;0,75;3
"6812";6812;"GEO";"Georgia";"Europe";"c052";"Spices, Other";"Vegetables, fruit, nuts, pulses, spices";15;1,5;7,5;0,75;3
"6813";6813;"GEO";"Georgia";"Europe";"c053";"Jute";"Fibre crops";0;0;0;0;0
"6814";6814;"GEO";"Georgia";"Europe";"c054";"Jute-Like Fibres";"Fibre crops";0;0;0;0;0
"6815";6815;"GEO";"Georgia";"Europe";"c055";"Soft-Fibres, Other";"Fibre crops";0;0;0;0;0
"6816";6816;"GEO";"Georgia";"Europe";"c056";"Sisal";"Fibre crops";0;0;0;0;0
"6817";6817;"GEO";"Georgia";"Europe";"c057";"Abaca";"Fibre crops";0;0;0;0;0
"6818";6818;"GEO";"Georgia";"Europe";"c058";"Hard Fibres, Other";"Fibre crops";0;0;0;0;0
"6819";6819;"GEO";"Georgia";"Europe";"c059";"Tobacco";"Tobacco, rubber";0;0;0;0;0
"6820";6820;"GEO";"Georgia";"Europe";"c060";"Rubber";"Tobacco, rubber";0;0;0;0;0
"6821";6821;"GEO";"Georgia";"Europe";"c061";"Fodder crops";"Fodder crops, grazing";0;0;0;0;0
"6822";6822;"GEO";"Georgia";"Europe";"c062";"Grazing";"Fodder crops, grazing";0;0;0;0;0
"6823";6823;"GEO";"Georgia";"Europe";"c063";"Cottonseed";"Fibre crops";0;0;0;0;0
"6824";6824;"GEO";"Georgia";"Europe";"c064";"Palm kernels";"Oil crops";0;0;7,5;0,75;3
"6825";6825;"GEO";"Georgia";"Europe";"c065";"Sugar non-centrifugal";"Sugar, sweeteners";0;0;0,75;1,5;18,75
"6826";6826;"GEO";"Georgia";"Europe";"c066";"Molasses";"Sugar, sweeteners";0;0;0,75;1,5;18,75
"6827";6827;"GEO";"Georgia";"Europe";"c067";"Sugar, Refined Equiv";"Sugar, sweeteners";0;0;0,75;1,5;18,75
"6828";6828;"GEO";"Georgia";"Europe";"c068";"Sweeteners, Other";"Sugar, sweeteners";0;0;0,75;1,5;18,75
"6829";6829;"GEO";"Georgia";"Europe";"c069";"Soyabean Oil";"Vegetable oils";0;0;7,5;0,75;3
"6830";6830;"GEO";"Georgia";"Europe";"c070";"Groundnut Oil";"Vegetable oils";0;0;7,5;0,75;3
"6831";6831;"GEO";"Georgia";"Europe";"c071";"Sunflowerseed Oil";"Vegetable oils";0;0;7,5;0,75;3
"6832";6832;"GEO";"Georgia";"Europe";"c072";"Rape and Mustard Oil";"Vegetable oils";0;0;7,5;0,75;3
"6833";6833;"GEO";"Georgia";"Europe";"c073";"Cottonseed Oil";"Vegetable oils";0;0;7,5;0,75;3
"6834";6834;"GEO";"Georgia";"Europe";"c074";"Palmkernel Oil";"Vegetable oils";0;0;7,5;0,75;3
"6835";6835;"GEO";"Georgia";"Europe";"c075";"Palm Oil";"Vegetable oils";0;0;7,5;0,75;3
"6836";6836;"GEO";"Georgia";"Europe";"c076";"Coconut Oil";"Vegetable oils";0;0;7,5;0,75;3
"6837";6837;"GEO";"Georgia";"Europe";"c077";"Sesameseed Oil";"Vegetable oils";0;0;7,5;0,75;3
"6838";6838;"GEO";"Georgia";"Europe";"c078";"Olive Oil";"Vegetable oils";0;0;7,5;0,75;3
"6839";6839;"GEO";"Georgia";"Europe";"c079";"Ricebran Oil";"Vegetable oils";0;0;7,5;0,75;3
"6840";6840;"GEO";"Georgia";"Europe";"c080";"Maize Germ Oil";"Vegetable oils";0;0;7,5;0,75;3
"6841";6841;"GEO";"Georgia";"Europe";"c081";"Oilcrops Oil, Other";"Vegetable oils";0;0;7,5;0,75;3
"6842";6842;"GEO";"Georgia";"Europe";"c082";"Soyabean Cake";"Oil cakes";0;0;7,5;0,75;3
"6843";6843;"GEO";"Georgia";"Europe";"c083";"Groundnut Cake";"Oil cakes";0;0;7,5;0,75;3
"6844";6844;"GEO";"Georgia";"Europe";"c084";"Sunflowerseed Cake";"Oil cakes";0;0;7,5;0,75;3
"6845";6845;"GEO";"Georgia";"Europe";"c085";"Rape and Mustard Cake";"Oil cakes";0;0;7,5;0,75;3
"6846";6846;"GEO";"Georgia";"Europe";"c086";"Cottonseed Cake";"Oil cakes";0;0;7,5;0,75;3
"6847";6847;"GEO";"Georgia";"Europe";"c087";"Palmkernel Cake";"Oil cakes";0;0;7,5;0,75;3
"6848";6848;"GEO";"Georgia";"Europe";"c088";"Copra Cake";"Oil cakes";0;0;7,5;0,75;3
"6849";6849;"GEO";"Georgia";"Europe";"c089";"Sesameseed Cake";"Oil cakes";0;0;7,5;0,75;3
"6850";6850;"GEO";"Georgia";"Europe";"c090";"Oilseed Cakes, Other";"Oil cakes";0;0;7,5;0,75;3
"6851";6851;"GEO";"Georgia";"Europe";"c091";"Wine";"Alcohol";0;0;7,5;0,75;3
"6852";6852;"GEO";"Georgia";"Europe";"c092";"Beer";"Alcohol";0;0;7,5;0,75;3
"6853";6853;"GEO";"Georgia";"Europe";"c093";"Beverages, Fermented";"Alcohol";0;0;7,5;0,75;3
"6854";6854;"GEO";"Georgia";"Europe";"c094";"Beverages, Alcoholic";"Alcohol";0;0;7,5;0,75;3
"6855";6855;"GEO";"Georgia";"Europe";"c095";"Alcohol, Non-Food";"Ethanol";0;0;0;0;0
"6856";6856;"GEO";"Georgia";"Europe";"c096";"Cotton lint";"Fibre crops";0;0;0;0;0
"6857";6857;"GEO";"Georgia";"Europe";"c097";"Cattle";"Live animals";0;0;0;0;0
"6858";6858;"GEO";"Georgia";"Europe";"c098";"Buffaloes";"Live animals";0;0;0;0;0
"6859";6859;"GEO";"Georgia";"Europe";"c099";"Sheep";"Live animals";0;0;0;0;0
"6860";6860;"GEO";"Georgia";"Europe";"c100";"Goats";"Live animals";0;0;0;0;0
"6861";6861;"GEO";"Georgia";"Europe";"c101";"Pigs";"Live animals";0;0;0;0;0
"6862";6862;"GEO";"Georgia";"Europe";"c102";"Poultry Birds";"Live animals";0;0;0;0;0
"6863";6863;"GEO";"Georgia";"Europe";"c103";"Horses";"Live animals";0;0;0;0;0
"6864";6864;"GEO";"Georgia";"Europe";"c104";"Asses";"Live animals";0;0;0;0;0
"6865";6865;"GEO";"Georgia";"Europe";"c105";"Mules";"Live animals";0;0;0;0;0
"6866";6866;"GEO";"Georgia";"Europe";"c106";"Camels";"Live animals";0;0;0;0;0
"6867";6867;"GEO";"Georgia";"Europe";"c107";"Camelids, other";"Live animals";0;0;0;0;0
"6868";6868;"GEO";"Georgia";"Europe";"c108";"Rabbits and hares";"Live animals";0;0;0;0;0
"6869";6869;"GEO";"Georgia";"Europe";"c109";"Rodents, other";"Live animals";0;0;0;0;0
"6870";6870;"GEO";"Georgia";"Europe";"c110";"Live animals, other";"Live animals";0;0;0;0;0
"6871";6871;"GEO";"Georgia";"Europe";"c111";"Milk - Excluding Butter";"Milk";5,25;0,75;1,8;0,375;5,25
"6872";6872;"GEO";"Georgia";"Europe";"c112";"Butter, Ghee";"Milk";5,25;0,75;1,8;0,375;5,25
"6873";6873;"GEO";"Georgia";"Europe";"c113";"Eggs";"Eggs";6;0;0,75;1,5;6
"6874";6874;"GEO";"Georgia";"Europe";"c114";"Wool (Clean Eq.)";"Hides, skins, wool";0;0;0;0;0
"6875";6875;"GEO";"Georgia";"Europe";"c115";"Bovine Meat";"Meat";3,45;0,9195;3,75;3;8,25
"6876";6876;"GEO";"Georgia";"Europe";"c116";"Mutton & Goat Meat";"Meat";15;0,927;7,5;3;8,25
"6877";6877;"GEO";"Georgia";"Europe";"c117";"Pigmeat";"Meat";3,75;0,345;7,5;3;8,25
"6878";6878;"GEO";"Georgia";"Europe";"c118";"Poultry Meat";"Meat";3,75;2,475;7,5;3;8,25
"6879";6879;"GEO";"Georgia";"Europe";"c119";"Meat, Other";"Meat";4,8;1,05;3,75;3;8,25
"6880";6880;"GEO";"Georgia";"Europe";"c120";"Offals, Edible";"Meat";4,8;1,05;3,75;3;8,25
"6881";6881;"GEO";"Georgia";"Europe";"c121";"Fats, Animals, Raw";"Animal fats";4,8;1,05;3,75;3;8,25
"6882";6882;"GEO";"Georgia";"Europe";"c122";"Hides and skins";"Hides, skins, wool";0;0;0;0;0
"6883";6883;"GEO";"Georgia";"Europe";"c123";"Meat Meal";"Meat";4,8;1,05;3,75;3;8,25
"6884";6884;"GEO";"Georgia";"Europe";"c124";"Pet food";"Meat";4,8;1,05;3,75;3;8,25
"6885";6885;"GEO";"Georgia";"Europe";"c125";"Honey";"Honey";15;1,5;7,5;0,75;3
"6886";6886;"GEO";"Georgia";"Europe";"c126";"Silk";"Hides, skins, wool";0;0;0;0;0
"6887";6887;"GEO";"Georgia";"Europe";"c127";"Fish, Seafood";"Fish";14,1;0,75;9;6,75;8,25
"6888";6888;"GEO";"Georgia";"Europe";"c128";"Wood fuel";"Wood";0;0;0;0;0
"6889";6889;"GEO";"Georgia";"Europe";"c129";"Industrial roundwood, coniferous";"Wood";0;0;0;0;0
"6890";6890;"GEO";"Georgia";"Europe";"c130";"Industrial roundwood, non-coniferous";"Wood";0;0;0;0;0
"6891";6891;"GAB";"Gabon";"SSAfr";"c001";"Rice (Milled Equivalent)";"Cereals";9;12;5,25;1,5;0,75
"6892";6892;"GAB";"Gabon";"SSAfr";"c002";"Wheat and products";"Cereals";9;12;5,25;1,5;0,75
"6893";6893;"GAB";"Gabon";"SSAfr";"c003";"Barley and products";"Cereals";9;12;5,25;1,5;0,75
"6894";6894;"GAB";"Gabon";"SSAfr";"c004";"Maize and products";"Cereals";9;12;5,25;1,5;0,75
"6895";6895;"GAB";"Gabon";"SSAfr";"c005";"Rye and products";"Cereals";9;12;5,25;1,5;0,75
"6896";6896;"GAB";"Gabon";"SSAfr";"c006";"Oats";"Cereals";9;12;5,25;1,5;0,75
"6897";6897;"GAB";"Gabon";"SSAfr";"c007";"Millet and products";"Cereals";9;12;5,25;1,5;0,75
"6898";6898;"GAB";"Gabon";"SSAfr";"c008";"Sorghum and products";"Cereals";9;12;5,25;1,5;0,75
"6899";6899;"GAB";"Gabon";"SSAfr";"c009";"Cereals, Other";"Cereals";9;12;5,25;1,5;0,75
"6900";6900;"GAB";"Gabon";"SSAfr";"c010";"Potatoes and products";"Roots and tubers";21;27;22,5;3,75;1,5
"6901";6901;"GAB";"Gabon";"SSAfr";"c011";"Cassava and products";"Roots and tubers";21;27;22,5;3,75;1,5
"6902";6902;"GAB";"Gabon";"SSAfr";"c012";"Sweet potatoes";"Roots and tubers";21;27;22,5;3,75;1,5
"6903";6903;"GAB";"Gabon";"SSAfr";"c013";"Roots, Other";"Roots and tubers";21;27;22,5;3,75;1,5
"6904";6904;"GAB";"Gabon";"SSAfr";"c014";"Yams";"Roots and tubers";21;27;22,5;3,75;1,5
"6905";6905;"GAB";"Gabon";"SSAfr";"c015";"Sugar cane";"Sugar crops";9;12;5,25;1,5;0,75
"6906";6906;"GAB";"Gabon";"SSAfr";"c016";"Sugar beet";"Sugar crops";21;27;22,5;3,75;1,5
"6907";6907;"GAB";"Gabon";"SSAfr";"c017";"Beans";"Vegetables, fruit, nuts, pulses, spices";18;12;12;1,5;0,75
"6908";6908;"GAB";"Gabon";"SSAfr";"c018";"Peas";"Vegetables, fruit, nuts, pulses, spices";18;12;12;1,5;0,75
"6909";6909;"GAB";"Gabon";"SSAfr";"c019";"Pulses, Other and products";"Vegetables, fruit, nuts, pulses, spices";18;12;12;1,5;0,75
"6910";6910;"GAB";"Gabon";"SSAfr";"c020";"Nuts and products";"Vegetables, fruit, nuts, pulses, spices";18;12;12;1,5;0,75
"6911";6911;"GAB";"Gabon";"SSAfr";"c021";"Soyabeans";"Oil crops";18;12;12;1,5;0,75
"6912";6912;"GAB";"Gabon";"SSAfr";"c022";"Groundnuts (Shelled Eq)";"Oil crops";22,5;12;12;1,5;0,75
"6913";6913;"GAB";"Gabon";"SSAfr";"c023";"Sunflower seed";"Oil crops";18;12;12;1,5;0,75
"6914";6914;"GAB";"Gabon";"SSAfr";"c024";"Rape and Mustardseed";"Oil crops";18;12;12;1,5;0,75
"6915";6915;"GAB";"Gabon";"SSAfr";"c025";"Seed cotton";"Oil crops";18;12;12;1,5;0,75
"6916";6916;"GAB";"Gabon";"SSAfr";"c026";"Coconuts - Incl Copra";"Oil crops";11,25;12;12;1,5;0,75
"6917";6917;"GAB";"Gabon";"SSAfr";"c027";"Sesame seed";"Oil crops";18;12;12;1,5;0,75
"6918";6918;"GAB";"Gabon";"SSAfr";"c028";"Oil, palm fruit";"Oil crops";18;12;12;1,5;0,75
"6919";6919;"GAB";"Gabon";"SSAfr";"c029";"Olives (including preserved)";"Oil crops";18;12;12;1,5;0,75
"6920";6920;"GAB";"Gabon";"SSAfr";"c030";"Oilcrops, Other";"Oil crops";18;12;12;1,5;0,75
"6921";6921;"GAB";"Gabon";"SSAfr";"c031";"Tomatoes and products";"Vegetables, fruit, nuts, pulses, spices";6,75;13,5;37,5;12,75;3,75
"6922";6922;"GAB";"Gabon";"SSAfr";"c032";"Onions";"Vegetables, fruit, nuts, pulses, spices";15;13,5;37,5;12,75;3,75
"6923";6923;"GAB";"Gabon";"SSAfr";"c033";"Vegetables, Other";"Vegetables, fruit, nuts, pulses, spices";15;13,5;37,5;12,75;3,75
"6924";6924;"GAB";"Gabon";"SSAfr";"c034";"Oranges, Mandarines";"Vegetables, fruit, nuts, pulses, spices";15;13,5;37,5;12,75;3,75
"6925";6925;"GAB";"Gabon";"SSAfr";"c035";"Lemons, Limes and products";"Vegetables, fruit, nuts, pulses, spices";15;13,5;37,5;12,75;3,75
"6926";6926;"GAB";"Gabon";"SSAfr";"c036";"Grapefruit and products";"Vegetables, fruit, nuts, pulses, spices";15;13,5;37,5;12,75;3,75
"6927";6927;"GAB";"Gabon";"SSAfr";"c037";"Citrus, Other";"Vegetables, fruit, nuts, pulses, spices";15;13,5;37,5;12,75;3,75
"6928";6928;"GAB";"Gabon";"SSAfr";"c038";"Bananas";"Vegetables, fruit, nuts, pulses, spices";41,25;13,5;37,5;12,75;3,75
"6929";6929;"GAB";"Gabon";"SSAfr";"c039";"Plantains";"Vegetables, fruit, nuts, pulses, spices";15;13,5;37,5;12,75;3,75
"6930";6930;"GAB";"Gabon";"SSAfr";"c040";"Apples and products";"Vegetables, fruit, nuts, pulses, spices";15;13,5;37,5;12,75;3,75
"6931";6931;"GAB";"Gabon";"SSAfr";"c041";"Pineapples and products";"Vegetables, fruit, nuts, pulses, spices";15;13,5;37,5;12,75;3,75
"6932";6932;"GAB";"Gabon";"SSAfr";"c042";"Dates";"Vegetables, fruit, nuts, pulses, spices";15;13,5;37,5;12,75;3,75
"6933";6933;"GAB";"Gabon";"SSAfr";"c043";"Grapes and products (excl wine)";"Vegetables, fruit, nuts, pulses, spices";15;13,5;37,5;12,75;3,75
"6934";6934;"GAB";"Gabon";"SSAfr";"c044";"Fruits, Other";"Vegetables, fruit, nuts, pulses, spices";15;13,5;37,5;12,75;3,75
"6935";6935;"GAB";"Gabon";"SSAfr";"c045";"Coffee and products";"Coffee, tea, cocoa";0;0;0;0;0
"6936";6936;"GAB";"Gabon";"SSAfr";"c046";"Cocoa Beans and products";"Coffee, tea, cocoa";0;0;0;0;0
"6937";6937;"GAB";"Gabon";"SSAfr";"c047";"Tea (including mate)";"Coffee, tea, cocoa";0;0;0;0;0
"6938";6938;"GAB";"Gabon";"SSAfr";"c048";"Hops";"Vegetables, fruit, nuts, pulses, spices";18;12;12;1,5;0,75
"6939";6939;"GAB";"Gabon";"SSAfr";"c049";"Pepper";"Vegetables, fruit, nuts, pulses, spices";18;12;12;1,5;0,75
"6940";6940;"GAB";"Gabon";"SSAfr";"c050";"Pimento";"Vegetables, fruit, nuts, pulses, spices";18;12;12;1,5;0,75
"6941";6941;"GAB";"Gabon";"SSAfr";"c051";"Cloves";"Vegetables, fruit, nuts, pulses, spices";18;12;12;1,5;0,75
"6942";6942;"GAB";"Gabon";"SSAfr";"c052";"Spices, Other";"Vegetables, fruit, nuts, pulses, spices";18;12;12;1,5;0,75
"6943";6943;"GAB";"Gabon";"SSAfr";"c053";"Jute";"Fibre crops";0;0;0;0;0
"6944";6944;"GAB";"Gabon";"SSAfr";"c054";"Jute-Like Fibres";"Fibre crops";0;0;0;0;0
"6945";6945;"GAB";"Gabon";"SSAfr";"c055";"Soft-Fibres, Other";"Fibre crops";0;0;0;0;0
"6946";6946;"GAB";"Gabon";"SSAfr";"c056";"Sisal";"Fibre crops";0;0;0;0;0
"6947";6947;"GAB";"Gabon";"SSAfr";"c057";"Abaca";"Fibre crops";0;0;0;0;0
"6948";6948;"GAB";"Gabon";"SSAfr";"c058";"Hard Fibres, Other";"Fibre crops";0;0;0;0;0
"6949";6949;"GAB";"Gabon";"SSAfr";"c059";"Tobacco";"Tobacco, rubber";0;0;0;0;0
"6950";6950;"GAB";"Gabon";"SSAfr";"c060";"Rubber";"Tobacco, rubber";0;0;0;0;0
"6951";6951;"GAB";"Gabon";"SSAfr";"c061";"Fodder crops";"Fodder crops, grazing";0;0;0;0;0
"6952";6952;"GAB";"Gabon";"SSAfr";"c062";"Grazing";"Fodder crops, grazing";0;0;0;0;0
"6953";6953;"GAB";"Gabon";"SSAfr";"c063";"Cottonseed";"Fibre crops";0;0;0;0;0
"6954";6954;"GAB";"Gabon";"SSAfr";"c064";"Palm kernels";"Oil crops";0;0;12;1,5;0,75
"6955";6955;"GAB";"Gabon";"SSAfr";"c065";"Sugar non-centrifugal";"Sugar, sweeteners";0;0;5,25;1,5;0,75
"6956";6956;"GAB";"Gabon";"SSAfr";"c066";"Molasses";"Sugar, sweeteners";0;0;5,25;1,5;0,75
"6957";6957;"GAB";"Gabon";"SSAfr";"c067";"Sugar, Refined Equiv";"Sugar, sweeteners";0;0;5,25;1,5;0,75
"6958";6958;"GAB";"Gabon";"SSAfr";"c068";"Sweeteners, Other";"Sugar, sweeteners";0;0;5,25;1,5;0,75
"6959";6959;"GAB";"Gabon";"SSAfr";"c069";"Soyabean Oil";"Vegetable oils";0;0;12;1,5;0,75
"6960";6960;"GAB";"Gabon";"SSAfr";"c070";"Groundnut Oil";"Vegetable oils";0;0;12;1,5;0,75
"6961";6961;"GAB";"Gabon";"SSAfr";"c071";"Sunflowerseed Oil";"Vegetable oils";0;0;12;1,5;0,75
"6962";6962;"GAB";"Gabon";"SSAfr";"c072";"Rape and Mustard Oil";"Vegetable oils";0;0;12;1,5;0,75
"6963";6963;"GAB";"Gabon";"SSAfr";"c073";"Cottonseed Oil";"Vegetable oils";0;0;12;1,5;0,75
"6964";6964;"GAB";"Gabon";"SSAfr";"c074";"Palmkernel Oil";"Vegetable oils";0;0;12;1,5;0,75
"6965";6965;"GAB";"Gabon";"SSAfr";"c075";"Palm Oil";"Vegetable oils";0;0;12;1,5;0,75
"6966";6966;"GAB";"Gabon";"SSAfr";"c076";"Coconut Oil";"Vegetable oils";0;0;12;1,5;0,75
"6967";6967;"GAB";"Gabon";"SSAfr";"c077";"Sesameseed Oil";"Vegetable oils";0;0;12;1,5;0,75
"6968";6968;"GAB";"Gabon";"SSAfr";"c078";"Olive Oil";"Vegetable oils";0;0;12;1,5;0,75
"6969";6969;"GAB";"Gabon";"SSAfr";"c079";"Ricebran Oil";"Vegetable oils";0;0;12;1,5;0,75
"6970";6970;"GAB";"Gabon";"SSAfr";"c080";"Maize Germ Oil";"Vegetable oils";0;0;12;1,5;0,75
"6971";6971;"GAB";"Gabon";"SSAfr";"c081";"Oilcrops Oil, Other";"Vegetable oils";0;0;12;1,5;0,75
"6972";6972;"GAB";"Gabon";"SSAfr";"c082";"Soyabean Cake";"Oil cakes";0;0;12;1,5;0,75
"6973";6973;"GAB";"Gabon";"SSAfr";"c083";"Groundnut Cake";"Oil cakes";0;0;12;1,5;0,75
"6974";6974;"GAB";"Gabon";"SSAfr";"c084";"Sunflowerseed Cake";"Oil cakes";0;0;12;1,5;0,75
"6975";6975;"GAB";"Gabon";"SSAfr";"c085";"Rape and Mustard Cake";"Oil cakes";0;0;12;1,5;0,75
"6976";6976;"GAB";"Gabon";"SSAfr";"c086";"Cottonseed Cake";"Oil cakes";0;0;12;1,5;0,75
"6977";6977;"GAB";"Gabon";"SSAfr";"c087";"Palmkernel Cake";"Oil cakes";0;0;12;1,5;0,75
"6978";6978;"GAB";"Gabon";"SSAfr";"c088";"Copra Cake";"Oil cakes";0;0;12;1,5;0,75
"6979";6979;"GAB";"Gabon";"SSAfr";"c089";"Sesameseed Cake";"Oil cakes";0;0;12;1,5;0,75
"6980";6980;"GAB";"Gabon";"SSAfr";"c090";"Oilseed Cakes, Other";"Oil cakes";0;0;12;1,5;0,75
"6981";6981;"GAB";"Gabon";"SSAfr";"c091";"Wine";"Alcohol";0;0;12;1,5;0,75
"6982";6982;"GAB";"Gabon";"SSAfr";"c092";"Beer";"Alcohol";0;0;12;1,5;0,75
"6983";6983;"GAB";"Gabon";"SSAfr";"c093";"Beverages, Fermented";"Alcohol";0;0;12;1,5;0,75
"6984";6984;"GAB";"Gabon";"SSAfr";"c094";"Beverages, Alcoholic";"Alcohol";0;0;12;1,5;0,75
"6985";6985;"GAB";"Gabon";"SSAfr";"c095";"Alcohol, Non-Food";"Ethanol";0;0;0;0;0
"6986";6986;"GAB";"Gabon";"SSAfr";"c096";"Cotton lint";"Fibre crops";0;0;0;0;0
"6987";6987;"GAB";"Gabon";"SSAfr";"c097";"Cattle";"Live animals";0;0;0;0;0
"6988";6988;"GAB";"Gabon";"SSAfr";"c098";"Buffaloes";"Live animals";0;0;0;0;0
"6989";6989;"GAB";"Gabon";"SSAfr";"c099";"Sheep";"Live animals";0;0;0;0;0
"6990";6990;"GAB";"Gabon";"SSAfr";"c100";"Goats";"Live animals";0;0;0;0;0
"6991";6991;"GAB";"Gabon";"SSAfr";"c101";"Pigs";"Live animals";0;0;0;0;0
"6992";6992;"GAB";"Gabon";"SSAfr";"c102";"Poultry Birds";"Live animals";0;0;0;0;0
"6993";6993;"GAB";"Gabon";"SSAfr";"c103";"Horses";"Live animals";0;0;0;0;0
"6994";6994;"GAB";"Gabon";"SSAfr";"c104";"Asses";"Live animals";0;0;0;0;0
"6995";6995;"GAB";"Gabon";"SSAfr";"c105";"Mules";"Live animals";0;0;0;0;0
"6996";6996;"GAB";"Gabon";"SSAfr";"c106";"Camels";"Live animals";0;0;0;0;0
"6997";6997;"GAB";"Gabon";"SSAfr";"c107";"Camelids, other";"Live animals";0;0;0;0;0
"6998";6998;"GAB";"Gabon";"SSAfr";"c108";"Rabbits and hares";"Live animals";0;0;0;0;0
"6999";6999;"GAB";"Gabon";"SSAfr";"c109";"Rodents, other";"Live animals";0;0;0;0;0
"7000";7000;"GAB";"Gabon";"SSAfr";"c110";"Live animals, other";"Live animals";0;0;0;0;0
"7001";7001;"GAB";"Gabon";"SSAfr";"c111";"Milk - Excluding Butter";"Milk";9;16,5;0,15;7,5;0,075
"7002";7002;"GAB";"Gabon";"SSAfr";"c112";"Butter, Ghee";"Milk";9;16,5;0,15;7,5;0,075
"7003";7003;"GAB";"Gabon";"SSAfr";"c113";"Eggs";"Eggs";12;0;0,15;2,25;0,75
"7004";7004;"GAB";"Gabon";"SSAfr";"c114";"Wool (Clean Eq.)";"Hides, skins, wool";0;0;0;0;0
"7005";7005;"GAB";"Gabon";"SSAfr";"c115";"Bovine Meat";"Meat";15;0,6;7,5;5,25;1,5
"7006";7006;"GAB";"Gabon";"SSAfr";"c116";"Mutton & Goat Meat";"Meat";49,5;0,6;7,5;5,25;1,5
"7007";7007;"GAB";"Gabon";"SSAfr";"c117";"Pigmeat";"Meat";15;0,69;7,5;5,25;1,5
"7008";7008;"GAB";"Gabon";"SSAfr";"c118";"Poultry Meat";"Meat";37,5;2,7;7,5;5,25;1,5
"7009";7009;"GAB";"Gabon";"SSAfr";"c119";"Meat, Other";"Meat";28,5;1,05;7,5;5,25;1,5
"7010";7010;"GAB";"Gabon";"SSAfr";"c120";"Offals, Edible";"Meat";28,5;1,05;7,5;5,25;1,5
"7011";7011;"GAB";"Gabon";"SSAfr";"c121";"Fats, Animals, Raw";"Animal fats";28,5;1,05;7,5;5,25;1,5
"7012";7012;"GAB";"Gabon";"SSAfr";"c122";"Hides and skins";"Hides, skins, wool";0;0;0;0;0
"7013";7013;"GAB";"Gabon";"SSAfr";"c123";"Meat Meal";"Meat";28,5;1,05;7,5;5,25;1,5
"7014";7014;"GAB";"Gabon";"SSAfr";"c124";"Pet food";"Meat";28,5;1,05;7,5;5,25;1,5
"7015";7015;"GAB";"Gabon";"SSAfr";"c125";"Honey";"Honey";18;12;12;1,5;0,75
"7016";7016;"GAB";"Gabon";"SSAfr";"c126";"Silk";"Hides, skins, wool";0;0;0;0;0
"7017";7017;"GAB";"Gabon";"SSAfr";"c127";"Fish, Seafood";"Fish";8,55;9;13,5;11,25;1,5
"7018";7018;"GAB";"Gabon";"SSAfr";"c128";"Wood fuel";"Wood";0;0;0;0;0
"7019";7019;"GAB";"Gabon";"SSAfr";"c129";"Industrial roundwood, coniferous";"Wood";0;0;0;0;0
"7020";7020;"GAB";"Gabon";"SSAfr";"c130";"Industrial roundwood, non-coniferous";"Wood";0;0;0;0;0
"7021";7021;"GMB";"Gambia";"SSAfr";"c001";"Rice (Milled Equivalent)";"Cereals";9;12;5,25;1,5;0,75
"7022";7022;"GMB";"Gambia";"SSAfr";"c002";"Wheat and products";"Cereals";9;12;5,25;1,5;0,75
