"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";1681282964.66283;1632642374.45886;1578684296.60284;1476478322.81703
"2";"plant_based";"waste";43640203.0088655;48640590.2039743;53958077.85602;102205973.785805
"3";"animal_based";"cont";88758881.9387831;88107520.1472167;87177536.3302261;83504876.6779525
"4";"animal_based";"waste";640480.23594666;651361.791566378;929983.81699059;3672659.65227366
