"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";1591264542.99375;1545240285.48228;1494311476.45885;1397802961.00638
"2";"plant_based";"waste";41167286.8259858;46024257.5114678;50928809.0234378;96508515.4524702
"3";"animal_based";"cont";180344780.25702;178570191.960141;176144900.179531;167682471.261403
"4";"animal_based";"waste";1181962.43955083;1774588.29687965;2425291.7806095;8462428.91812818
