"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";1816072103.91878;1632578731.67613;1550345883.90096;1397802961.00638
"2";"plant_based";"waste";158705507.076248;183493372.242647;82232847.7751672;152542922.894589
"3";"animal_based";"cont";190561005.815048;184782447.83919;180794645.113275;167682471.261403
"4";"animal_based";"waste";4261940.88663679;5778557.9758573;3987802.72591527;13112173.851872
