"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";1644662807.85622;1545268769.66538;1494311476.45885;1397802961.00638
"2";"plant_based";"waste";89842895.6599991;99394038.1908385;50957293.2065349;96508515.4524702
"3";"animal_based";"cont";182381354.725623;178716406.21839;176144900.179531;167682471.261403
"4";"animal_based";"waste";2660866.59228623;3664948.50723387;2571506.03885847;8462428.91812818
