"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";1456237258.38159;1331989462.42697;1220824323.61089;1003144188.62178
"2";"plant_based";"waste";98016934.8818166;124247795.954628;111165138.816075;217680134.989109
"3";"animal_based";"cont";732394347.100364;708043667.386476;675582633.307439;566021785.335432
"4";"animal_based";"waste";13717445.895993;24350679.7138884;32461034.0790371;109560847.972006
