"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";1919198622.75022;1725160278.78969;1638033279.4035;1476478322.81703
"2";"plant_based";"waste";168238936.336849;194038343.960532;87126999.3861903;161554956.586464
"3";"animal_based";"cont";92773561.1993393;90697673.8835893;89177268.6809755;83504876.6779525
"4";"animal_based";"waste";2499672.53867187;2075887.31575007;1520405.20261372;5672392.00302307
