"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";1511383051.35276;1467509493.05671;1443744464.37539;1397802961.00637
"2";"plant_based";"waste";38896249.2937555;43873558.2960516;23765028.6813229;45941503.3690128
"3";"animal_based";"cont";174677228.718581;172958935.29179;171783799.559027;167682471.261403
"4";"animal_based";"waste";1142276.62881293;1718293.42679116;1175135.73276245;4101328.29762402
