"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";1886951620,63762;1709737450,68142;1646392628,72268;1512617293,77167
"2";"plant_based";"waste";134507536,517185;177214169,956197;63344821,9587439;133775334,95101
"3";"animal_based";"cont";3132896049,90877;2931812244,77372;2832024410,05875;2648474691,32056
"4";"animal_based";"waste";30781412,2361178;201083805,13505;99787834,7149693;183549718,738195
