"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";3915831,18697533;3755656,89843936;3684478,0999437;3422692,81846885
"2";"plant_based";"waste";119778,521803247;160174,288535969;71178,798495661;261785,281474854
"3";"animal_based";"cont";11776973,599756;11673956,6079999;11537978,9974243;10683389,7598643
"4";"animal_based";"waste";217888,766392136;103016,991756086;135977,610575573;854589,237559999
