"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";2541277347,74276;2389004520,4237;2327547197,19865;2205442519,69874
"2";"plant_based";"waste";129051058,176917;152272827,319058;61457323,2250502;122104677,499915
"3";"animal_based";"cont";42169396,8210011;41482130,1197716;41024404,5118323;38997789,5007683
"4";"animal_based";"waste";791172,417693485;687266,70122951;457725,607939249;2026615,0110641
