"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";3701577,4071312;3642828,51290467;3614098,60748778;3487125,61120137
"2";"plant_based";"waste";54647,305980295;58748,8942265358;28729,9054168888;126972,99628641
"3";"animal_based";"cont";11253112,4266206;11210353,0434477;11160066,0062866;10748095,3140534
"4";"animal_based";"waste";96173,786613339;42759,3831729094;50287,037161161;411970,692233158
