"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";45156558,3877058;44463137,4355868;43855724,2535218;41902656,1914824
"2";"plant_based";"waste";848230,9683524;693420,952119063;607413,182065;1953068,06203935
"3";"animal_based";"cont";2423975,76871012;2401475,65983807;2393861,3014215;2320019,2302569
"4";"animal_based";"waste";10624,0101296113;22500,1088720542;7614,358416567;73842,0711646039
