"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";66226170,160487;61272436,2409955;55107442,2806994;39667755,7681084
"2";"plant_based";"waste";4127141,36637451;4953733,91949156;6164993,96029604;15439686,512591
"3";"animal_based";"cont";50958746,2607786;50466651,6831133;48740326,5971848;37624317,0216632
"4";"animal_based";"waste";1499490,38232301;492094,577665287;1726325,08592851;11116009,5755216
