"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";5378273,38805781;5277260,81375023;5194280,00888432;4847583,11968824
"2";"plant_based";"waste";92500,8456578904;101012,574307574;82980,8048659179;346696,889196075
"3";"animal_based";"cont";2930919,53551092;2918239,66673845;2892059,73726697;2682179,08042502
"4";"animal_based";"waste";24875,044948193;12679,8687724716;26179,9294714791;209880,656841947
