"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";7318403,12011502;6663108,49868819;6197003,26783765;4847583,11968824
"2";"plant_based";"waste";406359,805073801;655294,621426825;466105,230850537;1349420,14814941
"3";"animal_based";"cont";3610225,97996686;3557550,17589448;3435808,87995044;2682179,08042502
"4";"animal_based";"waste";104877,592760828;52675,804072384;121741,295944037;753629,799525418
