"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";70031748,7352362;64793736,6093545;58260822,1049194;41902656,1914825
"2";"plant_based";"waste";4375122,21870337;5238012,12588162;6532914,50443517;16358165,9134369
"3";"animal_based";"cont";3011594,47853828;2923699,13087235;2857349,11232478;2320019,2302569
"4";"animal_based";"waste";89317,9823887452;87895,3476659346;66350,0185475639;537329,882067883
