"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";2437455797,59532;2366288455,77616;2303335666,30038;2177544913,38017
"2";"plant_based";"waste";61120778,3760741;71167341,8191607;62952789,4757846;125790752,920205
"3";"animal_based";"cont";1178378478,46571;1153884361,02427;1128413494,80756;1079645420,85817
"4";"animal_based";"waste";3869368,61934367;24494117,4414414;25470866,2167065;48768073,9493972
