"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";1673598681,60797;1627321835,99149;1607714830,65251;1565099509,28622
"2";"plant_based";"waste";35237413,8704793;46276845,6164771;19607005,3389845;42615321,3662919
"3";"animal_based";"cont";2882797492,15607;2821338886,66413;2789580360,82713;2729680847,50718
"4";"animal_based";"waste";9006218,73758888;61458605,4919384;31758525,8370002;59899513,3199497
