"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";48992538,8868209;48270315,0401794;46890705,6740587;42383623,1765499
"2";"plant_based";"waste";1016737,56955751;722223,846641468;1379609,3661207;4507082,49750878
"3";"animal_based";"cont";66664016,2238995;66495794,0264103;65935280,7169297;60948175,915803
"4";"animal_based";"waste";593374,516265688;168222,197489238;560513,309480586;4987104,80112663
